faction_id,faction_name,start_date,finish_date,member_mk_ids,knesset
575,"המפד""ל",1992-07-13,1996-06-17,"[99, 73, 44, 17, 116, 61]",13
577,"ש""ס",1992-07-13,1996-06-17,"[34, 162, 102, 41, 25, 154]",13
583,המפלגה הדמוקרטית הערבית,1992-07-13,1996-06-17,"[40, 13]",13
587,מרצ,1992-07-13,1996-06-17,"[66, 98, 132, 5, 165, 106, 107, 80, 113, 150, 56, 126]",13
585,מולדת,1992-07-13,1995-07-24,"[138, 51, 135]",13
571,העבודה,1992-07-13,1995-07-04,"[2, 130, 4, 8, 136, 137, 11, 140, 142, 143, 145, 18, 20, 149, 22, 152, 153, 27, 158, 32, 33, 39, 167, 168, 171, 172, 176, 49, 52, 53, 59, 62, 67, 68, 75, 84, 85, 94, 104, 105, 108, 115, 117, 118]",13
609,"חד""ש",1992-07-13,1994-07-04,"[83, 147, 31]",13
581,צומת,1992-07-13,1994-02-07,"[160, 101, 38, 10, 139, 170, 15, 54]",13
573,הליכוד,1992-07-13,1993-12-29,"[128, 3, 133, 9, 141, 14, 19, 21, 155, 156, 157, 159, 161, 164, 166, 42, 45, 173, 174, 175, 70, 72, 77, 82, 86, 88, 90, 97, 110, 119, 122, 125]",13
589,יהדות התורה,1992-07-13,1992-07-15,"[177, 43, 163, 686]",13
523,הליכוד,1992-04-15,1992-07-13,"[128, 3, 9, 14, 144, 21, 278, 155, 670, 159, 161, 164, 166, 45, 173, 174, 175, 178, 574, 325, 70, 327, 72, 77, 82, 86, 88, 90, 97, 484, 359, 109, 110, 114, 375, 636, 125]",12
523,הליכוד,1992-04-14,1992-04-14,"[128, 3, 9, 14, 144, 21, 278, 155, 670, 159, 161, 164, 166, 45, 173, 174, 175, 178, 574, 325, 70, 327, 72, 77, 82, 86, 598, 88, 90, 97, 484, 359, 109, 110, 114, 375, 636, 125]",12
561,מרצ,1992-03-09,1992-07-13,"[66, 98, 132, 5, 165, 107, 396, 558, 113, 126]",12
525,מפלגת הפועלים המאוחדת,1992-03-09,1992-03-09,[5],12
533,התנועה לזכויות האזרח ולשלום,1992-03-09,1992-03-09,"[66, 132]",12
535,שינוי - מפלגת המרכז,1992-03-09,1992-03-09,"[113, 98]",12
561,מרצ,1992-03-08,1992-03-08,[126],12
565,המערך,1992-02-05,1992-07-13,"[2, 134, 137, 140, 269, 142, 143, 18, 20, 149, 22, 537, 27, 158, 32, 167, 168, 172, 687, 49, 53, 309, 311, 59, 193, 67, 75, 587, 465, 84, 85, 104, 105, 115, 117, 118, 380, 255]",12
565,המערך,1992-02-04,1992-02-04,"[2, 134, 137, 140, 269, 142, 143, 18, 20, 149, 22, 537, 27, 158, 32, 167, 168, 172, 687, 49, 53, 309, 311, 193, 67, 75, 587, 465, 84, 85, 104, 105, 115, 117, 118, 380, 255]",12
537,אגודת ישראל,1990-12-25,1992-07-13,"[146, 43, 686, 567]",12
539,"ש""ס",1990-12-25,1992-07-13,"[162, 34, 102, 361, 475]",12
553,"מוריה-עם ישראל עפ""י תורת ישראל",1990-12-25,1992-07-13,[163],12
555,הפנתרים השחורים,1990-12-25,1992-07-13,[292],12
557,אחדות למען השלום והעליה,1990-12-25,1992-07-13,[141],12
559,גאולת ישראל,1990-12-25,1992-07-13,[499],12
565,המערך,1990-12-25,1992-02-03,"[2, 134, 137, 140, 269, 142, 143, 18, 20, 149, 22, 537, 27, 158, 32, 167, 168, 172, 687, 49, 690, 53, 309, 311, 193, 67, 75, 587, 465, 84, 85, 104, 105, 115, 117, 118, 380, 255]",12
551,המפלגה הליברלית החדשה,1990-12-04,1992-07-13,"[330, 348, 493]",12
523,הליכוד,1990-12-04,1992-04-13,"[128, 3, 9, 14, 144, 21, 278, 155, 670, 159, 161, 164, 166, 45, 173, 174, 175, 178, 574, 325, 327, 72, 77, 82, 86, 598, 88, 90, 97, 484, 359, 109, 110, 114, 375, 636, 125]",12
523,הליכוד,1990-10-15,1990-12-03,"[128, 3, 9, 14, 144, 21, 278, 155, 670, 159, 161, 164, 166, 45, 173, 174, 175, 178, 574, 325, 72, 77, 82, 86, 598, 88, 90, 97, 484, 359, 109, 110, 114, 375, 636, 125]",12
523,הליכוד,1990-10-09,1990-10-14,"[128, 3, 9, 14, 144, 21, 278, 155, 670, 159, 161, 164, 45, 173, 174, 175, 178, 574, 325, 72, 77, 82, 86, 598, 88, 90, 97, 484, 359, 109, 110, 114, 375, 636, 125]",12
567,חזית דמוקרטית לשלום ולשוויון,1990-07-05,1990-12-24,[292],12
569,"חד""ש",1990-07-04,1992-07-13,[31],12
551,המפלגה הליברלית החדשה,1990-06-18,1990-12-03,"[330, 348, 493, 327]",12
523,הליכוד,1990-06-18,1990-10-08,"[128, 3, 637, 9, 14, 144, 21, 278, 155, 670, 159, 161, 164, 45, 173, 174, 175, 178, 574, 325, 72, 77, 82, 86, 598, 88, 90, 97, 484, 359, 109, 110, 114, 375, 636, 125]",12
523,הליכוד,1990-03-15,1990-06-17,"[128, 3, 637, 9, 14, 144, 21, 278, 155, 159, 161, 164, 45, 173, 174, 175, 178, 574, 325, 72, 77, 82, 86, 598, 88, 90, 97, 484, 359, 109, 110, 114, 375, 636, 125]",12
551,המפלגה הליברלית החדשה,1990-03-15,1990-06-17,"[327, 330, 493, 348, 670]",12
567,חזית דמוקרטית לשלום ולשוויון,1990-02-15,1990-07-04,"[292, 430]",12
541,"חד""ש-בל""ד",1990-02-14,1992-07-13,"[528, 83]",12
531,התחי-ה,1990-02-01,1992-07-13,"[659, 444, 382]",12
531,התחי-ה,1990-01-31,1990-01-31,"[659, 444, 397, 382]",12
531,התחי-ה,1990-01-30,1990-01-30,"[659, 515, 444, 397]",12
567,חזית דמוקרטית לשלום ולשוויון,1990-01-11,1990-02-14,"[147, 292, 430]",12
541,"חד""ש-בל""ד",1990-01-10,1990-02-13,[83],12
523,הליכוד,1988-12-19,1990-03-14,"[128, 3, 637, 9, 14, 144, 21, 278, 155, 670, 159, 161, 164, 45, 173, 174, 175, 178, 574, 325, 327, 72, 330, 77, 82, 86, 598, 88, 90, 348, 97, 484, 359, 109, 110, 493, 114, 375, 636, 125]",12
523,הליכוד,1988-12-06,1988-12-18,"[128, 3, 637, 9, 14, 144, 21, 278, 155, 670, 159, 161, 164, 45, 173, 174, 175, 178, 574, 325, 327, 72, 330, 77, 82, 86, 598, 88, 90, 348, 97, 484, 359, 493, 110, 114, 375, 636, 125]",12
527,"המפד""ל",1988-11-21,1992-07-13,"[99, 73, 44, 17, 116]",12
529,הרשימה המתקדמת לשלום,1988-11-21,1992-07-13,[506],12
543,צומת,1988-11-21,1992-07-13,"[10, 589]",12
545,המפלגה הדמוקרטית הערבית,1988-11-21,1992-07-13,[40],12
547,דגל התורה,1988-11-21,1992-07-13,"[112, 35]",12
549,מולדת,1988-11-21,1992-07-13,"[51, 667]",12
525,מפלגת הפועלים המאוחדת,1988-11-21,1992-03-08,"[5, 558, 165]",12
533,התנועה לזכויות האזרח ולשלום,1988-11-21,1992-03-08,"[66, 107, 132, 126]",12
535,שינוי - מפלגת המרכז,1988-11-21,1992-03-08,"[113, 98, 396]",12
537,אגודת ישראל,1988-11-21,1990-12-24,"[43, 686, 146, 499, 567]",12
539,"ש""ס",1988-11-21,1990-12-24,"[162, 34, 163, 102, 361, 475]",12
565,המערך,1988-11-21,1990-12-24,"[2, 134, 137, 140, 141, 142, 143, 269, 18, 20, 149, 22, 537, 27, 158, 32, 167, 168, 172, 687, 49, 690, 53, 309, 311, 193, 67, 75, 587, 465, 84, 85, 104, 105, 115, 117, 118, 380, 255]",12
531,התחי-ה,1988-11-21,1990-01-29,"[515, 444, 397]",12
567,חזית דמוקרטית לשלום ולשוויון,1988-11-21,1990-01-10,"[147, 292, 395, 430]",12
523,הליכוד,1988-11-21,1988-12-05,"[128, 3, 637, 9, 14, 144, 21, 278, 155, 670, 159, 161, 164, 45, 173, 174, 175, 178, 446, 574, 325, 327, 72, 330, 77, 82, 86, 598, 88, 90, 348, 97, 484, 359, 493, 110, 114, 375, 636, 125]",12
479,הליכוד,1988-11-21,1988-11-21,"[128, 3, 9, 653, 144, 21, 278, 155, 159, 161, 164, 166, 173, 174, 175, 325, 72, 330, 77, 82, 341, 86, 88, 359, 110, 368, 498, 119, 125]",11
481,מפלגת הפועלים המאוחדת,1988-11-21,1988-11-21,"[353, 401, 165]",11
493,התחי-ה,1988-11-21,1988-11-21,"[10, 397]",11
497,שינוי - מפלגת המרכז,1988-11-21,1988-11-21,"[113, 396]",11
501,אגודת ישראל,1988-11-21,1988-11-21,[177],11
503,"ש""ס",1988-11-21,1988-11-21,"[304, 189, 102]",11
515,המערך,1988-11-21,1988-11-21,"[2, 134, 262, 521, 140, 269, 20, 149, 532, 279, 27, 158, 167, 168, 299, 49, 690, 311, 193, 75, 587, 338, 104, 115, 117, 118, 377, 380]",11
515,המערך,1988-11-20,1988-11-20,"[2, 134, 262, 521, 522, 140, 269, 652, 20, 149, 532, 279, 661, 537, 27, 158, 167, 168, 299, 687, 49, 690, 311, 193, 582, 75, 587, 465, 338, 485, 104, 621, 115, 117, 118, 377, 380]",11
515,המערך,1988-11-02,1988-11-19,"[2, 134, 262, 521, 522, 140, 269, 652, 20, 149, 532, 279, 661, 537, 27, 158, 167, 168, 299, 687, 49, 690, 311, 193, 582, 75, 587, 465, 338, 485, 104, 236, 621, 115, 117, 118, 377, 380]",11
515,המערך,1988-11-01,1988-11-01,"[2, 261, 134, 262, 521, 522, 140, 269, 652, 20, 149, 532, 279, 661, 537, 27, 158, 167, 168, 299, 687, 49, 690, 311, 193, 582, 75, 587, 465, 338, 485, 104, 236, 621, 115, 117, 118, 377, 380]",11
479,הליכוד,1988-10-28,1988-11-20,"[128, 3, 9, 653, 526, 144, 274, 21, 278, 155, 670, 159, 161, 164, 166, 173, 174, 175, 446, 450, 451, 325, 72, 330, 77, 82, 594, 341, 86, 598, 88, 348, 484, 359, 493, 110, 368, 498, 119, 125, 638]",11
515,המערך,1988-05-11,1988-10-31,"[2, 261, 134, 262, 521, 522, 140, 269, 652, 20, 149, 661, 279, 537, 27, 158, 167, 168, 299, 687, 49, 690, 311, 193, 582, 75, 587, 465, 338, 485, 104, 236, 621, 115, 117, 118, 377, 380]",11
515,המערך,1988-05-10,1988-05-10,"[384, 2, 261, 134, 262, 521, 522, 140, 269, 652, 20, 149, 661, 279, 537, 27, 158, 167, 168, 299, 687, 49, 690, 311, 193, 582, 75, 587, 465, 338, 485, 104, 236, 621, 115, 117, 118, 377, 380]",11
481,מפלגת הפועלים המאוחדת,1988-03-16,1988-11-20,"[353, 547, 165, 401, 439, 347]",11
515,המערך,1988-03-16,1988-05-09,"[384, 2, 261, 134, 262, 521, 522, 140, 269, 652, 20, 149, 661, 279, 537, 27, 158, 167, 168, 299, 687, 49, 690, 311, 193, 582, 75, 587, 465, 338, 485, 104, 236, 621, 115, 118, 377, 380]",11
481,מפלגת הפועלים המאוחדת,1988-03-15,1988-03-15,"[353, 547, 165, 654, 401, 439, 347]",11
515,המערך,1988-03-15,1988-03-15,"[384, 2, 261, 134, 262, 521, 522, 140, 269, 652, 20, 149, 661, 279, 537, 27, 158, 167, 168, 299, 687, 49, 690, 311, 193, 582, 75, 587, 465, 338, 485, 104, 236, 364, 621, 115, 118, 377, 380]",11
509,המפלגה הדמוקרטית הערבית,1988-03-07,1988-11-21,[40],11
515,המערך,1988-02-16,1988-03-14,"[384, 2, 261, 134, 262, 521, 522, 140, 269, 652, 20, 149, 661, 279, 537, 27, 158, 167, 168, 299, 687, 49, 690, 311, 193, 582, 75, 587, 465, 485, 104, 236, 364, 621, 115, 118, 377, 380]",11
477,סיעת יחיד,1988-02-15,1988-03-07,[40],11
495,התנועה לזכויות האזרח ולשלום,1986-11-27,1988-11-21,"[66, 107, 132, 126]",11
495,התנועה לזכויות האזרח ולשלום,1986-11-26,1986-11-26,"[66, 132, 107, 308, 126]",11
479,הליכוד,1985-02-06,1988-10-27,"[128, 3, 9, 653, 526, 144, 274, 21, 278, 155, 670, 159, 161, 164, 166, 173, 174, 175, 446, 450, 451, 325, 72, 330, 77, 82, 594, 341, 86, 598, 88, 348, 484, 359, 493, 110, 623, 368, 119, 125, 638]",11
479,הליכוד,1985-02-05,1985-02-05,"[128, 3, 9, 653, 526, 144, 274, 21, 278, 406, 155, 670, 159, 161, 164, 166, 173, 174, 175, 446, 450, 451, 325, 72, 330, 77, 82, 594, 341, 86, 598, 88, 348, 484, 359, 493, 110, 623, 368, 119, 125, 638]",11
515,המערך,1984-10-22,1988-02-15,"[384, 2, 261, 134, 262, 521, 522, 140, 269, 652, 20, 149, 661, 279, 537, 27, 158, 167, 40, 168, 299, 687, 49, 690, 311, 193, 582, 75, 587, 465, 485, 104, 236, 364, 621, 115, 118, 377, 380]",11
495,התנועה לזכויות האזרח ולשלום,1984-10-21,1986-11-25,"[66, 132, 126, 308]",11
483,"המפד""ל",1984-08-13,1988-11-21,"[116, 288, 44, 367]",11
485,"תמ""י",1984-08-13,1988-11-21,[178],11
491,"מורשה-פא""י",1984-08-13,1988-11-21,"[202, 146]",11
517,חזית דמוקרטית לשלום ולשוויון,1984-08-13,1988-11-21,"[147, 292, 395, 430]",11
487,הרשימה המתקדמת לשלום,1984-08-13,1988-11-20,"[506, 565]",11
489,אומץ,1984-08-13,1988-11-20,[375],11
493,התחי-ה,1984-08-13,1988-11-20,"[515, 10, 397, 659, 444]",11
497,שינוי - מפלגת המרכז,1984-08-13,1988-11-20,"[113, 554, 396]",11
499,תנועת כך,1984-08-13,1988-11-20,[455],11
501,אגודת ישראל,1984-08-13,1988-11-20,"[177, 686]",11
503,"ש""ס",1984-08-13,1988-11-20,"[304, 163, 189, 102]",11
505,שינוי ויוזמה,1984-08-13,1988-11-20,[557],11
481,מפלגת הפועלים המאוחדת,1984-08-13,1988-03-14,"[353, 547, 165, 654, 401, 347]",11
479,הליכוד,1984-08-13,1985-02-04,"[128, 3, 9, 653, 526, 144, 274, 21, 278, 406, 155, 670, 159, 161, 164, 166, 173, 175, 446, 450, 451, 325, 72, 330, 77, 82, 594, 341, 86, 598, 88, 348, 484, 359, 493, 110, 623, 368, 119, 125, 638]",11
519,יחד,1984-08-13,1984-10-22,"[690, 20]",11
515,המערך,1984-08-13,1984-10-21,"[384, 2, 261, 134, 262, 521, 522, 140, 269, 652, 149, 661, 279, 537, 27, 158, 167, 40, 168, 299, 687, 49, 311, 193, 582, 75, 587, 465, 485, 104, 236, 364, 621, 115, 118, 377, 380, 126]",11
495,התנועה לזכויות האזרח ולשלום,1984-08-13,1984-10-20,"[66, 132, 308]",11
455,התחי-ה,1984-03-08,1984-08-13,"[648, 515, 444]",10
455,התחי-ה,1984-03-07,1984-03-07,"[515, 99, 444, 648]",10
441,הליכוד,1983-06-20,1984-08-13,"[128, 3, 516, 653, 526, 144, 274, 21, 406, 407, 533, 155, 670, 159, 164, 166, 42, 173, 175, 692, 317, 446, 574, 450, 451, 582, 72, 330, 592, 82, 594, 341, 598, 471, 348, 485, 359, 617, 109, 110, 493, 368, 623, 629, 119, 125, 638, 511]",10
441,הליכוד,1983-06-18,1983-06-19,"[128, 3, 516, 653, 526, 144, 274, 275, 21, 406, 407, 533, 155, 670, 159, 164, 166, 42, 173, 175, 692, 317, 446, 574, 450, 451, 582, 72, 330, 592, 82, 594, 341, 598, 471, 348, 485, 359, 617, 109, 110, 493, 368, 623, 629, 119, 125, 638, 511]",10
471,המערך,1983-05-17,1984-08-13,"[384, 2, 514, 261, 134, 262, 521, 522, 140, 269, 654, 527, 401, 532, 149, 661, 280, 536, 27, 411, 412, 158, 418, 293, 165, 168, 425, 299, 559, 49, 309, 311, 193, 587, 465, 338, 353, 104, 618, 236, 621, 115, 118, 377, 380, 126]",10
471,המערך,1983-05-16,1983-05-16,"[384, 2, 514, 261, 134, 262, 521, 522, 140, 269, 654, 527, 401, 532, 149, 661, 280, 536, 27, 411, 412, 158, 418, 293, 165, 168, 425, 299, 559, 49, 309, 311, 193, 587, 465, 338, 353, 614, 104, 618, 236, 621, 115, 118, 377, 380, 126]",10
471,המערך,1983-03-23,1983-05-15,"[384, 2, 514, 261, 134, 262, 521, 522, 140, 269, 654, 527, 401, 532, 149, 661, 280, 536, 27, 411, 412, 158, 418, 293, 165, 168, 425, 299, 559, 49, 309, 311, 193, 587, 465, 338, 353, 614, 104, 618, 236, 621, 118, 377, 380, 126]",10
471,המערך,1983-03-22,1983-03-22,"[384, 2, 514, 261, 134, 262, 391, 521, 522, 140, 269, 654, 527, 401, 532, 149, 661, 280, 536, 27, 411, 412, 158, 418, 293, 165, 168, 425, 299, 559, 49, 309, 311, 193, 587, 465, 338, 353, 614, 104, 618, 236, 621, 118, 377, 380, 126]",10
441,הליכוד,1982-10-19,1983-06-17,"[128, 3, 516, 653, 526, 144, 274, 275, 21, 406, 407, 533, 155, 670, 159, 164, 166, 173, 175, 692, 317, 446, 574, 450, 451, 582, 72, 330, 592, 82, 594, 341, 598, 471, 348, 485, 359, 617, 109, 110, 493, 368, 623, 629, 119, 125, 638, 511]",10
441,הליכוד,1982-10-18,1982-10-18,"[128, 3, 516, 650, 653, 526, 144, 274, 275, 21, 406, 407, 533, 155, 670, 159, 164, 166, 173, 175, 692, 317, 446, 574, 450, 451, 582, 72, 330, 592, 82, 594, 341, 598, 471, 348, 485, 359, 617, 109, 110, 493, 368, 623, 629, 119, 125, 638, 511]",10
441,הליכוד,1982-01-20,1982-10-17,"[128, 3, 516, 650, 653, 526, 274, 275, 21, 406, 407, 533, 155, 670, 159, 164, 166, 173, 175, 692, 317, 446, 574, 450, 451, 582, 72, 330, 592, 82, 594, 341, 598, 471, 348, 485, 359, 617, 109, 110, 493, 368, 623, 629, 119, 125, 638, 511]",10
441,הליכוד,1982-01-19,1982-01-19,"[128, 3, 516, 650, 653, 526, 274, 275, 21, 278, 406, 407, 533, 155, 670, 159, 164, 166, 173, 175, 692, 317, 446, 574, 450, 451, 582, 72, 330, 592, 82, 594, 341, 598, 471, 348, 485, 359, 617, 109, 110, 493, 368, 623, 629, 119, 125, 638, 511]",10
471,המערך,1982-01-17,1983-03-21,"[384, 2, 514, 261, 134, 262, 391, 521, 522, 140, 269, 654, 527, 401, 532, 149, 661, 280, 536, 27, 411, 412, 158, 418, 293, 165, 168, 425, 299, 559, 49, 309, 311, 193, 587, 465, 338, 353, 614, 104, 618, 236, 118, 377, 380, 126]",10
469,"תנועה להתחדשות ממלכתית - תל""ם",1981-10-17,1984-08-13,"[375, 303]",10
469,"תנועה להתחדשות ממלכתית - תל""ם",1981-10-16,1981-10-16,"[688, 375, 303]",10
445,"המפד""ל",1981-07-20,1984-08-13,"[288, 202, 234, 44, 300, 508]",10
447,"תמ""י",1981-07-20,1984-08-13,"[178, 242, 612]",10
457,התנועה לזכויות האזרח ולשלום,1981-07-20,1984-08-13,[132],10
459,שינוי - מפלגת המרכז,1981-07-20,1984-08-13,"[113, 396]",10
463,אגודת ישראל,1981-07-20,1984-08-13,"[177, 43, 481, 686]",10
473,חזית דמוקרטית לשלום ולשוויון,1981-07-20,1984-08-13,"[147, 292, 395, 430]",10
455,התחי-ה,1981-07-20,1984-03-06,"[515, 99, 444]",10
441,הליכוד,1981-07-20,1982-01-18,"[128, 3, 516, 650, 653, 526, 274, 275, 21, 278, 406, 407, 533, 155, 670, 159, 164, 166, 173, 175, 692, 317, 446, 574, 450, 451, 582, 72, 330, 592, 82, 594, 341, 598, 471, 348, 485, 359, 617, 493, 110, 623, 368, 629, 119, 125, 638, 511]",10
471,המערך,1981-07-20,1982-01-16,"[384, 2, 514, 261, 134, 262, 391, 521, 522, 140, 269, 654, 527, 401, 532, 149, 661, 280, 536, 27, 411, 412, 158, 418, 293, 165, 168, 424, 425, 299, 559, 49, 309, 311, 193, 587, 465, 338, 353, 614, 104, 618, 236, 118, 377, 380, 126]",10
469,"תנועה להתחדשות ממלכתית - תל""ם",1981-07-20,1981-10-15,"[688, 303]",10
395,סיעת יחיד,1981-05-20,1981-07-20,"[184, 678]",9
397,הליכוד,1981-05-20,1981-07-20,"[509, 3, 644, 526, 274, 275, 533, 278, 408, 283, 155, 670, 159, 164, 166, 173, 175, 690, 692, 569, 317, 446, 450, 451, 582, 72, 461, 592, 598, 471, 348, 485, 359, 617, 493, 110, 368, 375, 125, 638]",9
421,"תנועה להתחדשות ממלכתית - תל""ם",1981-05-19,1981-07-20,"[688, 637]",9
407,שינוי - מפלגת המרכז,1981-05-12,1981-07-20,[476],9
395,סיעת יחיד,1981-05-11,1981-05-19,"[184, 678, 688]",9
395,סיעת יחיד,1981-03-10,1981-05-10,"[184, 688]",9
411,"חד""ש-בל""ד",1981-02-24,1981-07-20,[470],9
423,התנועה הדמוקרטית לשינוי,1981-02-21,1981-07-20,"[516, 679, 265, 554, 332, 396, 556, 431, 113, 182, 379, 252]",9
407,שינוי - מפלגת המרכז,1981-02-20,1981-05-11,"[476, 678]",9
433,מחנה שלי,1981-02-14,1981-07-20,[106],9
433,מחנה שלי,1981-02-13,1981-02-13,"[106, 238]",9
417,הקידמה והפיתוח,1981-01-20,1981-07-20,[497],9
471,המערך,1981-01-16,1984-08-13,[537],9
415,הפנתרים השחורים,1980-12-30,1981-07-20,[513],9
397,הליכוד,1980-10-15,1981-05-19,"[509, 3, 644, 637, 526, 274, 275, 533, 278, 408, 283, 155, 670, 159, 164, 166, 173, 175, 690, 692, 569, 317, 446, 450, 451, 582, 72, 461, 592, 598, 471, 348, 485, 359, 617, 493, 110, 368, 375, 125, 638]",9
427,ישראל אחת (ישן),1980-10-14,1981-07-20,[437],9
407,שינוי - מפלגת המרכז,1980-07-29,1981-02-19,[678],9
433,מחנה שלי,1980-07-24,1981-02-12,[238],9
423,התנועה הדמוקרטית לשינוי,1980-07-09,1981-02-20,"[516, 679, 265, 554, 332, 396, 556, 399, 431, 113, 182, 379, 252]",9
437,אחווה,1980-07-08,1981-07-20,[256],9
433,מחנה שלי,1980-05-20,1980-07-23,"[513, 238]",9
433,מחנה שלי,1980-05-19,1980-05-19,"[513, 572, 238]",9
431,המערך,1980-03-01,1981-07-20,"[514, 388, 261, 262, 269, 149, 661, 280, 411, 27, 158, 677, 168, 425, 555, 559, 311, 193, 462, 465, 347, 614, 104, 618, 236, 496, 118, 374, 377, 380, 126]",9
431,המערך,1980-02-29,1980-02-29,"[514, 388, 261, 262, 269, 149, 661, 280, 411, 27, 158, 677, 168, 425, 682, 555, 559, 311, 193, 462, 465, 347, 614, 104, 618, 236, 496, 118, 374, 377, 380, 126]",9
397,הליכוד,1980-01-01,1980-10-14,"[509, 3, 644, 637, 526, 274, 275, 533, 278, 408, 283, 155, 670, 159, 164, 166, 173, 175, 690, 692, 437, 569, 317, 446, 450, 451, 582, 72, 461, 592, 598, 471, 348, 485, 359, 617, 493, 110, 368, 375, 125, 638]",9
413,שינוי ויוזמה,1979-12-31,1980-07-29,[678],9
689,"התחיה-בנא""י",1979-11-20,1981-07-20,"[656, 444]",9
431,המערך,1979-08-15,1980-02-28,"[514, 388, 261, 262, 269, 149, 661, 280, 411, 27, 158, 677, 168, 682, 555, 559, 311, 193, 462, 465, 347, 614, 104, 618, 236, 496, 118, 374, 377, 380, 126]",9
431,המערך,1979-08-14,1979-08-14,"[514, 388, 261, 262, 269, 149, 661, 280, 411, 27, 158, 677, 168, 682, 555, 559, 311, 193, 462, 465, 347, 611, 614, 104, 618, 236, 496, 118, 374, 377, 380, 126]",9
395,סיעת יחיד,1979-07-18,1981-03-09,[688],9
397,הליכוד,1979-07-18,1979-12-31,"[509, 3, 644, 637, 526, 274, 275, 533, 278, 408, 283, 155, 670, 159, 164, 166, 678, 173, 175, 690, 692, 437, 569, 317, 446, 450, 451, 582, 72, 461, 592, 598, 471, 348, 485, 359, 617, 493, 110, 368, 375, 125, 638]",9
688,"בנא""י",1979-07-17,1979-11-20,"[656, 444]",9
397,הליכוד,1979-06-19,1979-07-17,"[509, 3, 644, 637, 526, 274, 275, 533, 278, 408, 283, 155, 670, 159, 164, 166, 678, 173, 175, 690, 692, 437, 569, 444, 317, 446, 450, 451, 582, 72, 461, 592, 598, 471, 348, 485, 359, 617, 493, 110, 368, 375, 125, 638]",9
397,הליכוד,1979-06-18,1979-06-18,"[509, 3, 644, 637, 526, 274, 275, 533, 278, 408, 283, 155, 670, 159, 164, 166, 678, 173, 175, 690, 692, 437, 569, 444, 317, 446, 450, 451, 582, 72, 461, 592, 598, 471, 348, 485, 359, 617, 493, 110, 368, 626, 375, 125, 638]",9
397,הליכוד,1979-05-16,1979-06-17,"[509, 3, 637, 526, 274, 275, 533, 278, 408, 283, 155, 670, 159, 164, 166, 678, 173, 175, 690, 692, 437, 569, 444, 317, 446, 450, 451, 582, 72, 461, 592, 598, 471, 348, 485, 359, 617, 493, 110, 368, 626, 375, 125, 638]",9
395,סיעת יחיד,1979-05-15,1979-07-17,"[656, 688]",9
419,הרשימה הערבית המאוחדת,1979-04-04,1981-01-12,[180],9
419,הרשימה הערבית המאוחדת,1979-04-03,1979-04-03,"[251, 180]",9
433,מחנה שלי,1979-02-01,1980-05-18,"[572, 238]",9
433,מחנה שלי,1979-01-31,1979-01-31,"[572, 238, 255]",9
431,המערך,1979-01-13,1979-08-13,"[514, 261, 262, 269, 149, 661, 280, 411, 27, 158, 677, 168, 682, 555, 559, 311, 193, 462, 465, 347, 611, 614, 104, 618, 236, 496, 118, 374, 377, 380, 126]",9
431,המערך,1979-01-12,1979-01-12,"[514, 261, 262, 269, 149, 661, 280, 411, 27, 158, 677, 168, 682, 555, 559, 181, 311, 193, 462, 465, 347, 611, 614, 104, 618, 236, 496, 118, 374, 377, 380, 126]",9
423,התנועה הדמוקרטית לשינוי,1978-09-15,1980-07-08,"[256, 516, 679, 265, 554, 332, 396, 556, 399, 431, 113, 182, 379, 252]",9
439,יעד,1978-09-14,1981-07-20,[182],9
425,התנועה הדמוקרטית,1978-09-14,1981-03-10,[184],9
431,המערך,1978-04-19,1979-01-11,"[514, 261, 262, 269, 149, 661, 280, 411, 27, 158, 677, 168, 682, 555, 559, 181, 311, 193, 465, 347, 611, 614, 104, 618, 236, 496, 118, 374, 377, 380, 126]",9
431,המערך,1978-04-18,1978-04-18,"[514, 261, 262, 269, 149, 661, 280, 411, 27, 158, 677, 168, 682, 555, 559, 687, 181, 311, 193, 465, 347, 611, 614, 104, 618, 236, 496, 118, 374, 377, 380, 126]",9
423,התנועה הדמוקרטית לשינוי,1978-02-16,1978-09-14,"[256, 516, 679, 265, 554, 332, 396, 556, 399, 431, 113, 182, 184, 379, 252]",9
423,התנועה הדמוקרטית לשינוי,1978-02-15,1978-02-15,"[256, 516, 679, 265, 554, 332, 396, 556, 399, 431, 113, 405, 182, 184, 379, 252]",9
431,המערך,1978-01-03,1978-04-17,"[514, 261, 262, 269, 149, 661, 280, 411, 27, 158, 677, 168, 682, 555, 559, 687, 181, 311, 193, 347, 611, 614, 104, 618, 236, 496, 118, 374, 377, 380, 126]",9
431,המערך,1978-01-02,1978-01-02,"[514, 261, 262, 269, 149, 661, 280, 411, 27, 158, 677, 168, 682, 555, 559, 687, 181, 311, 193, 585, 347, 611, 614, 104, 618, 236, 496, 118, 374, 377, 380, 126]",9
431,המערך,1977-07-13,1978-01-01,"[514, 261, 262, 269, 149, 661, 280, 411, 27, 158, 677, 168, 682, 555, 559, 687, 181, 311, 193, 585, 347, 611, 614, 104, 236, 496, 118, 374, 377, 380, 126]",9
395,סיעת יחיד,1977-07-12,1979-05-14,[688],9
